InvoiceDetailID,InvoiceID,TransactionType,VendorNumber,"VendorName",ProductCode,"PassengerName",TicketNumber,PublishedFare,SellingFare,ReferenceFare,LowFare,Tax1,GrossAmount,CommissionAmount,VatOnCommission,"FreeFieldA",TravelDate,ReturnDate,NumberOfDays,"CityCode",ProfileNumber,AddedBy
323,121,1,2,"WHITEHORSE TRAVEL",18,"POLLICH/HUMBERTO MR",WT19808,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1013,2
324,122,1,10,"AIR CANADA",7,"LANGOSH/COLE MR",WT19807,1450.8,1450.8,1450.8,1450.8,0,1450.8,0,0,"G",04/12/2008 00:00:00,04/16/2008 00:00:00,0,"YYZ",1013,2
325,122,1,1,"MARLIN TRAVEL",18,"CUMMERATA/TATYANA MR",WT19807,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1013,2
326,123,1,12,"FIRST AIR",7,"BRAKUS-BOYER/ROZELLA MR",WT19817,941.8,941.8,941.8,941.8,0,941.8,0,0,"G",04/14/2008 00:00:00,04/16/2008 00:00:00,0,"YZF",1002,2
327,123,1,11,"AIR NORTH",7,"PROSACCO/NAPOLEON MR",WT19817,288.67,288.67,288.67,288.67,0,288.67,0,0,"G",04/14/2008 00:00:00,04/16/2008 00:00:00,0,"YZF",1002,2
328,123,1,1,"MARLIN TRAVEL",18,"DECKOW/STEPHANIA MR",WT19817,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1002,2
329,124,1,709,"FIRST AIR",7,"VOLKMAN/THEA MR",WT19818,988.4,988.4,988.4,988.4,0,988.4,0,0,"",04/14/2008 00:00:00,04/20/2008 00:00:00,1,"YZF",1018,2
330,124,1,10,"AIR CANADA",7,"FRANEY/JARRET MR",WT19818,1011.85,1011.85,1011.85,1011.85,0,1011.85,0,0,"",04/14/2008 00:00:00,04/20/2008 00:00:00,0,"YZF",1018,2
331,124,1,2,"WHITEHORSE TRAVEL",18,"SCHOEN/BIANKA MR",WT19818,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1018,2
332,105,5,3,"YUKON TRAVEL",18,"BOSCO/IVY MR",WT19876,-40,-40,-40,-40,0,-40,0,0,"",NULL,NULL,0,"",1021,2
333,105,1,3,"YUKON TRAVEL",18,"SAUER/LAMBERT MR",WT19776,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1021,2
334,105,1,10,"AIR CANADA",6,"KUNZE/GRADY MR",WT19776,600,600,600,600,0,600,0,0,"",NULL,NULL,1,"",1021,2
342,128,5,11,"AIR NORTH",7,"DICKI/SADYE MR",WT.19837,358.67,358.67,358.67,358.67,0,358.67,0,0,"N",04/16/2008 00:00:00,04/19/2008 00:00:00,0,"YXY",1012,3
343,128,5,11,"AIR NORTH",7,"DOYLE/KAMRON MR",WT.19837,358.67,358.67,358.67,358.67,0,358.67,0,0,"N",04/16/2008 00:00:00,04/19/2008 00:00:00,0,"YXY",1012,3
344,128,1,10,"AIR CANADA",7,"WEIMANN/NICKLAUS MR",WT19837,948.9,948.9,948.9,948.9,0,948.9,0,0,"N",04/16/2008 00:00:00,04/19/2008 00:00:00,0,"YXY",1012,3
345,128,1,10,"AIR CANADA",7,"VEUM/BERTRAM MR",WT19837,948.9,948.9,948.9,948.9,0,948.9,0,0,"N",04/16/2008 00:00:00,04/19/2008 00:00:00,0,"YXY",1012,3
346,128,1,1,"MARLIN TRAVEL",18,"LEDNER/AIDA MR",WT19837,80,80,80,80,0,80,0,0,"N",NULL,NULL,0,"",1012,3
349,130,1,10,"AIR CANADA",7,"PURDY/ARA MR",WT19839,1421.3,1421.3,1421.3,1421.3,0,1421.3,0,0,"G",04/14/2008 00:00:00,04/21/2008 00:00:00,0,"YQB",1004,3
350,130,1,1,"MARLIN TRAVEL",18,"LARKIN/EVELYN MR",WT19839,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,3
363,135,1,11,"AIR NORTH",7,"WOLF/JOSEPHINE MR",WT19835,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",04/16/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1005,3
364,135,1,10,"AIR CANADA",7,"NIKOLAUS/ELDA MR",WT19835,557.9,557.9,557.9,557.9,0,557.9,0,0,"G",04/16/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1005,3
365,135,1,2,"WHITEHORSE TRAVEL",18,"WUCKERT/EMMANUELLE MR",WT19835,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,3
368,137,1,11,"AIR NORTH",7,"LYNCH/OSBALDO MR",WT19834,506.34,506.34,506.34,506.34,0,506.34,0,0,"",04/16/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1005,3
369,137,1,2,"WHITEHORSE TRAVEL",18,"BINS/SHAYNA MR",WT19834,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1005,3
376,141,1,11,"AIR NORTH",7,"DOYLE-RICE/LUZ MR",WT19822,250.67,250.67,250.67,250.67,0,250.67,0,0,"",04/14/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1003,2
377,141,1,10,"AIR CANADA",7,"DICKI/MOSSIE MR",WT19822,933.9,933.9,933.9,933.9,0,933.9,0,0,"",04/14/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1003,2
378,141,1,3,"YUKON TRAVEL",18,"O'REILLY/FRANCISCO MR",WT19822,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1003,2
379,142,1,11,"AIR NORTH",7,"LABADIE/ANTONETTA MR",WT19823,250.67,250.67,250.67,250.67,0,250.67,0,0,"",04/14/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1003,2
380,142,1,10,"AIR CANADA",7,"SCHMELER/DEVAN MR",WT19823,933.9,933.9,933.9,933.9,0,933.9,0,0,"",04/14/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1003,2
381,142,1,1,"MARLIN TRAVEL",18,"MURPHY/ALYSHA MR",WT19823,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1003,2
382,143,1,11,"AIR NORTH",7,"MILLER/NAYELI MR",WT19819,250.67,250.67,250.67,250.67,0,250.67,0,0,"",04/13/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1006,2
383,143,1,10,"AIR CANADA",7,"ROOB/PAULINE MR",WT19819,1778.7,1778.7,1778.7,1778.7,0,1778.7,0,0,"",04/13/2008 00:00:00,04/18/2008 00:00:00,0,"YVR",1006,2
384,143,1,2,"WHITEHORSE TRAVEL",18,"FAHEY/ANGEL MR",WT19819,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1006,2
388,145,1,10,"AIR CANADA",7,"AUER/BOBBY MR",WT19841,1304.8,1304.8,1304.8,1304.8,0,1304.8,0,0,"G",04/14/2008 00:00:00,04/18/2008 00:00:00,0,"YOW",1005,2
389,145,1,1000,"DELTA OTTAWA HOTEL",10,"MORAR/JOCELYN MR",WT19841,507,507,169,169,0,507,50.7,2.54,"",04/14/2008 00:00:00,04/17/2008 00:00:00,3,"YOW",1005,2
390,145,1,1000,"FAIRMONT VANCOUVER",10,"HAGENES/ELROY MR",WT19841,165,165,165,165,0,165,16.5,0.83,"",04/17/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1005,2
391,145,1,3,"YUKON TRAVEL",18,"EFFERTZ/MICHAEL MR",WT19841,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
392,146,1,10,"AIR CANADA",7,"HAGENES/SHIRLEY MR",WT19840,1304.8,1304.8,1304.8,1304.8,0,1304.8,0,0,"G",04/14/2008 00:00:00,04/18/2008 00:00:00,0,"YOW",1005,2
393,146,1,1000,"DELTA OTTAWA HOTEL",10,"ZIEME/GAYLE MR",WT19840,507,507,169,169,0,507,50.7,2.54,"",04/14/2008 00:00:00,04/17/2008 00:00:00,3,"YOW",1005,2
394,146,1,1000,"FAIRMONT VANCOUVER",10,"GREEN/MALINDA MR",WT19840,165,165,165,165,0,165,16.5,0.83,"",04/17/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1005,2
395,146,1,2,"WHITEHORSE TRAVEL",18,"KOCH/BRANNON MR",WT19840,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
402,150,5,701,"WESTJET AIRLINES",7,"BEAHAN/NORRIS MR",WT 19846,267.87,267.87,267.87,267.87,0,267.87,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,1,"YVR",1023,2
403,150,5,701,"WESTJET AIRLINES",7,"BEAHAN-CREMIN/KATHERINE MR",WT 19846,267.87,267.87,267.87,267.87,0,267.87,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,0,"YVR",1023,2
404,150,1,11,"AIR NORTH",7,"HERZOG-MEDHURST/LUCAS MR",WT19846,589.34,589.34,589.34,589.34,0,589.34,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,0,"YVR",1023,2
405,150,1,11,"AIR NORTH",7,"WISOZK/IMA MR",WT19846,589.34,589.34,589.34,589.34,0,589.34,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,0,"YVR",1023,2
406,150,1,10,"AIR CANADA",7,"BERNHARD/DANDRE MR",WT19846,637.9,637.9,637.9,637.9,0,637.9,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,0,"YVR",1023,2
407,150,1,10,"AIR CANADA",7,"LIND/JOSIAH MR",WT19846,637.9,637.9,637.9,637.9,0,637.9,0,0,"G",04/08/2008 00:00:00,04/09/2008 00:00:00,0,"YVR",1023,2
408,150,1,1000,"TL HOTEL SASKATOON",10,"LEUSCHKE/KAY MR",WT19846,114,114,114,114,0,114,11.4,0.57,"",04/08/2008 00:00:00,04/09/2008 00:00:00,1,"YXE",1023,2
409,150,1,1000,"TL HOTEL SASKATOON",10,"BRAUN/ALIYAH MR",WT19846,114,114,114,114,0,114,11.4,0.57,"",04/08/2008 00:00:00,04/09/2008 00:00:00,1,"YXE",1023,2
410,150,1,1,"MARLIN TRAVEL",18,"STAMM-HERMAN/MAXIMO MR",WT19846,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1023,2
411,150,1,1,"MARLIN TRAVEL",18,"CHAMPLIN/AMPARO MR",WT19846,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1023,2
415,152,1,11,"AIR NORTH",7,"DUBUQUE/HERMANN MR",WT19849,300.67,300.67,300.67,300.67,0,300.67,0,0,"",04/08/2008 00:00:00,04/08/2008 00:00:00,0,"YVR",1010,2
416,152,1,10,"AIR CANADA",7,"FRIESEN/HALLIE MR",WT19849,637.9,637.9,637.9,637.9,0,637.9,0,0,"",04/08/2008 00:00:00,04/08/2008 00:00:00,0,"YVR",1010,2
417,152,1,1,"MARLIN TRAVEL",18,"ROSENBAUM/OLA MR",WT19849,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1010,2
424,156,1,11,"AIR NORTH",7,"MARQUARDT/JAZMIN MR",WT19829,178,178,178,178,0,178,0,0,"",04/09/2008 00:00:00,04/09/2008 00:00:00,1,"YDA",1021,2
425,156,1,3,"YUKON TRAVEL",18,"DUBUQUE/LEONORA MR",WT19829,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1021,2
426,157,1,714,"DELTA AIRLINES",7,"STANTON/CYDNEY MR",WT19857,1007.1,1007.1,1007.1,1007.1,0,1007.1,0,0,"N",04/21/2008 00:00:00,04/26/2008 00:00:00,1,"YVR",1004,2
427,157,1,10,"AIR CANADA",7,"WYMAN/HILTON MR",WT19857,898.8,898.8,898.8,898.8,0,898.8,0,0,"N",04/21/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1004,2
428,157,1,1000,"FAIRMONT VANCOUVER",10,"MURPHY/AGNES MR",WT19857,165,165,165,165,0,165,16.5,0.83,"",04/25/2008 00:00:00,04/26/2008 00:00:00,1,"YVR",1004,2
429,157,1,1,"MARLIN TRAVEL",18,"WILL/BROWN MR",WT19857,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1004,2
430,158,1,10,"AIR CANADA",7,"WILKINSON/VILMA MR",WT19858,1117.8,1117.8,1117.8,1117.8,0,1117.8,0,0,"G",04/15/2008 00:00:00,04/19/2008 00:00:00,0,"YVR",1005,2
431,158,1,11,"AIR NORTH",7,"JOHNSTON/FRIEDRICH MR",WT19858,255.67,255.67,255.67,255.67,0,255.67,0,0,"G",04/15/2008 00:00:00,04/19/2008 00:00:00,0,"YVR",1005,2
432,158,1,1000,"FAIRMONT VANCOUVER",10,"VEUM/AL MR",WT19858,165,165,165,165,0,165,16.5,0.83,"",04/15/2008 00:00:00,04/16/2008 00:00:00,1,"YVR",1005,2
433,158,1,1000,"DELTA OTTAWA HOTEL",10,"STROMAN/OTTILIE MR",WT19858,298,298,149,149,0,298,29.8,1.49,"",04/16/2008 00:00:00,04/18/2008 00:00:00,2,"YOW",1005,2
434,158,1,1000,"FAIRMONT VANCOUVER",10,"LEBSACK/HELENA MR",WT19858,165,165,165,165,0,165,16.5,0.83,"",04/18/2008 00:00:00,04/19/2008 00:00:00,1,"YVR",1005,2
435,158,1,2,"WHITEHORSE TRAVEL",18,"REMPEL/HILDA MR",WT19858,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
436,159,1,11,"AIR NORTH",7,"LAKIN/LESLY MR",WT19860,511.34,511.34,511.34,511.34,0,511.34,0,0,"G",04/17/2008 00:00:00,04/20/2008 00:00:00,0,"YVR",1005,2
437,159,1,1,"MARLIN TRAVEL",18,"DANIEL/TRENT MR",WT19860,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
438,160,1,713,"BEARSKIN AIRLINES",7,"PFANNERSTILL/MADISON MR",WT19855,873.8,873.8,873.8,873.8,0,873.8,0,0,"N",04/13/2008 00:00:00,04/25/2008 00:00:00,0,"YOW",1021,2
439,160,1,1000,"BEST WESTERN BARONS",10,"TURNER/EILEEN MR",WT19855,1619.88,1619.88,134.99,134.99,0,1619.88,161.99,8.1,"",04/13/2008 00:00:00,04/25/2008 00:00:00,12,"YOW",1021,2
440,160,1,2,"WHITEHORSE TRAVEL",18,"KSHLERIN/KODY MR",WT19855,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
452,165,1,11,"AIR NORTH",7,"CRONIN/MAYNARD MR",WT19863,511.34,511.34,511.34,511.34,0,511.34,0,0,"N",04/18/2008 00:00:00,04/20/2008 00:00:00,0,"YVR",1021,2
453,165,1,1,"MARLIN TRAVEL",18,"BARROWS/JULIO MR",WT19883,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
454,166,1,11,"AIR NORTH",7,"HANSEN/AMIYA MR",WT19861,356,356,356,356,0,356,0,0,"",04/16/2008 00:00:00,04/17/2008 00:00:00,0,"YDA",1004,2
455,166,1,11,"AIR NORTH",7,"PARKER/REYES MR",WT19861,356,356,356,356,0,356,0,0,"",04/16/2008 00:00:00,04/17/2008 00:00:00,0,"YDA",1004,2
456,166,1,11,"AIR NORTH",7,"FRANECKI/ASHLEIGH MR",WT19861,356,356,356,356,0,356,0,0,"",04/16/2008 00:00:00,04/17/2008 00:00:00,1,"YDA",1004,2
457,166,1,2,"WHITEHORSE TRAVEL",18,"KLOCKO/ROMAINE MR",WT19861,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1004,2
458,166,1,2,"WHITEHORSE TRAVEL",18,"HODKIEWICZ/ARI MR",WT19861,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1004,2
459,166,1,2,"WHITEHORSE TRAVEL",18,"NADER/HEAVEN MR",WT19861,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1004,2
460,167,1,11,"AIR NORTH",7,"ROLFSON/LILIANA MR",WT19864,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",04/13/2008 00:00:00,04/13/2008 00:00:00,0,"YVR",1012,2
461,167,1,2,"WHITEHORSE TRAVEL",18,"NADER/OPAL MR",WT19864,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
462,168,5,10,"AIR CANADA",7,"WYMAN/MONICA MR",WT 19856,1110.8,1110.8,1110.8,1110.8,0,1110.8,0,0,"G",04/15/2008 00:00:00,04/17/2008 00:00:00,0,"YVR",1005,2
463,168,1,3,"YUKON TRAVEL",18,"GERHOLD/MARGRET MR",WT19856,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
464,169,1,701,"WESTJET AIRLINES",7,"CRONIN/CLEMMIE MR",WT19869,311.9,311.9,311.9,311.9,0,311.9,24.66,0,"N",04/11/2008 00:00:00,04/11/2008 00:00:00,1,"YXS",1021,2
473,173,1,10,"AIR CANADA",7,"STREICH-O'CONNER/OLLIE MR",WT19868,482.9,482.9,482.9,482.9,0,482.9,0,0,"N",04/12/2008 00:00:00,04/14/2008 00:00:00,0,"YWG",1021,2
474,173,1,715,"PERIMETER AIRLINES",7,"SHANAHAN/RANDALL MR",WT19868,144.56,144.56,144.56,144.56,0,144.56,0,0,"N",04/12/2008 00:00:00,04/14/2008 00:00:00,0,"YWG",1021,2
475,173,1,3,"YUKON TRAVEL",18,"WUNSCH/OSWALD MR",WT19868,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
476,174,1,11,"AIR NORTH",7,"SCHILLER/LAVINIA MR",WT19870,636,636,636,636,0,636,0,0,"G",04/17/2008 00:00:00,04/21/2008 00:00:00,0,"YXY",1004,2
477,174,1,2,"WHITEHORSE TRAVEL",18,"GRAHAM/MIREILLE MR",WT19870,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
478,175,1,10,"AIR CANADA",7,"STARK/SHERMAN MR",WT19862,552.9,552.9,552.9,552.9,0,552.9,0,0,"G",04/16/2008 00:00:00,04/20/2008 00:00:00,0,"YVR",1012,2
479,175,1,11,"AIR NORTH",7,"ROWE/GERARDO MR",WT19862,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",04/16/2008 00:00:00,04/20/2008 00:00:00,0,"YVR",1012,2
480,175,1,3,"YUKON TRAVEL",18,"RUNOLFSDOTTIR/ADITYA MR",WT19862,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
481,176,1,701,"WESTJET AIRLINES",7,"DIETRICH/CORTEZ MR",WT19882,529.9,529.9,598.53,598.53,0,529.9,39.21,0,"N",04/17/2008 00:00:00,04/17/2008 00:00:00,1,"YVR",1013,2
482,176,1,10,"AIR CANADA",7,"MARQUARDT/MARIO MR",WT19882,557.9,557.9,557.9,557.9,0,557.9,0,0,"N",04/17/2008 00:00:00,04/17/2008 00:00:00,0,"YVR",1013,2
483,176,1,1,"MARLIN TRAVEL",18,"KOSS/ZACHARIAH MR",WT19882,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1013,2
484,177,1,10,"AIR CANADA",7,"TREUTEL/DOMENICA MR",WT19881,1293.8,1293.8,1293.8,1293.8,0,1293.8,0,0,"G",04/14/2008 00:00:00,04/25/2008 00:00:00,0,"YOW",1005,2
485,177,1,3,"YUKON TRAVEL",18,"WATERS/BRIDGET MR",WT19881,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
486,178,1,10,"AIR CANADA",7,"CRONA/ALBIN MR",WT19877,1873.93,1873.93,1873.93,1873.93,0,1873.93,0,0,"G",04/17/2008 00:00:00,04/25/2008 00:00:00,0,"YVR",1005,2
487,178,1,2,"WHITEHORSE TRAVEL",18,"GERLACH/CARMELA MR",WT19877,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
488,179,1,10,"AIR CANADA",7,"LANGWORTH/SETH MR",WT19876,2372.93,2372.93,2372.93,2372.93,0,2372.93,0,0,"G",04/18/2008 00:00:00,04/25/2008 00:00:00,0,"YYC",1005,2
489,179,1,1,"MARLIN TRAVEL",18,"KUHLMAN/CAMREN MR",WT19876,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
490,180,1,11,"AIR NORTH",7,"BEDNAR/PRESTON MR",WT19878,516.34,516.34,516.34,516.34,0,516.34,0,0,"",04/16/2008 00:00:00,04/20/2008 00:00:00,0,"YVR",1013,2
491,180,1,3,"YUKON TRAVEL",18,"WEHNER/ORLANDO MR",WT19878,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1013,2
492,181,1,11,"AIR NORTH",7,"GUSIKOWSKI/JERRELL MR",WT19874,315.84,315.84,315.84,315.84,0,315.84,0,0,"G",04/14/2008 00:00:00,04/18/2008 00:00:00,1,"YVR",1002,2
493,182,1,11,"AIR NORTH",7,"ZULAUF/BORIS MR",WT19871,422.34,422.34,422.34,422.34,0,422.34,0,0,"G",04/16/2008 00:00:00,04/22/2008 00:00:00,0,"YVR",1004,2
494,182,1,10,"AIR CANADA",7,"KESSLER/EVERETTE MR",WT19871,362.8,362.8,362.8,362.8,0,362.8,0,0,"G",04/16/2008 00:00:00,04/22/2008 00:00:00,0,"YVR",1004,2
495,182,1,3,"YUKON TRAVEL",18,"BROWN/VAN MR",WT19871,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
503,186,1,11,"AIR NORTH",7,"MARKS/KAYLEY MR",WT19885,476,476,476,476,0,476,0,0,"G",04/10/2008 00:00:00,04/11/2008 00:00:00,0,"YOC",1011,2
504,187,1,10,"AIR CANADA",7,"GLOVER/GARNET MR",WT19887,1401.8,1401.8,1401.8,1401.8,0,1401.8,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYZ",1005,2
505,187,1,1,"MARLIN TRAVEL",18,"ROWE/ADELL MR",WT19887,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
506,188,1,10,"AIR CANADA",7,"HERMISTON/ROSARIO MR",WT19888,1401.8,1401.8,1401.8,1401.8,0,1401.8,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,0,"YYZ",1005,2
507,188,1,2,"WHITEHORSE TRAVEL",18,"TORP/JOANY MR",WT19888,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
508,189,1,10,"AIR CANADA",7,"ROWE/DELFINA MR",WT19897,1852.71,1852.71,1852.71,1852.71,0,1852.71,0,0,"N",04/20/2008 00:00:00,04/26/2008 00:00:00,0,"YVR",1007,2
509,189,1,2,"WHITEHORSE TRAVEL",18,"O'REILLY/TOM MR",WT19897,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1007,2
512,191,1,10,"AIR CANADA",7,"KERLUKE/KYLIE MR",WT19889,433.9,433.9,433.9,433.9,0,433.9,0,0,"N",04/20/2008 00:00:00,04/25/2008 00:00:00,0,"YEG",1021,2
513,191,1,11,"AIR NORTH",7,"HAHN/LOYAL MR",WT19889,176.67,176.67,176.67,176.67,0,176.67,0,0,"N",04/20/2008 00:00:00,04/25/2008 00:00:00,0,"YEG",1021,2
514,191,1,1000,"COAST EDMONTON",10,"MARKS/JERMAINE MR",WT19889,625,625,125,125,0,625,62.5,3.13,"",04/20/2008 00:00:00,04/25/2008 00:00:00,5,"YEA",1021,2
515,191,1,3,"YUKON TRAVEL",18,"DENESIK/ADONIS MR",WT19889,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
516,192,1,10,"AIR CANADA",7,"BERNIER/CAMILLE MR",WT19886,1395.8,1395.8,1395.8,1395.8,0,1395.8,0,0,"G",04/19/2008 00:00:00,04/23/2008 00:00:00,0,"YYJ",1004,2
517,192,1,1000,"GRAND PACIFIC HOTEL",10,"LEANNON/CURTIS MR",WT19886,360,360,90,90,0,360,36,1.8,"",04/19/2008 00:00:00,04/23/2008 00:00:00,4,"YVR",1004,2
518,192,1,3,"YUKON TRAVEL",18,"KOEPP/ANAIS MR",WT19886,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
519,193,1,10,"AIR CANADA",7,"CUMMERATA/SHAYLEE MR",WT19883,1255.8,1255.8,1255.8,1255.8,0,1255.8,0,0,"G",04/14/2008 00:00:00,04/17/2008 00:00:00,0,"YVR",1010,2
520,193,1,3,"YUKON TRAVEL",18,"KUVALIS-SCHROEDER/RICHARD MR",WT19883,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
521,194,1,10,"AIR CANADA",7,"FARRELL/MAGNOLIA MR",WT19852,2386.8,2386.8,2386.8,2386.8,0,2386.8,0,0,"G",04/17/2008 00:00:00,04/29/2008 00:00:00,0,"YVR",1012,2
522,194,1,701,"WESTJET AIRLINES",7,"MURRAY/ETHA MR",WT19892,581.8,581.8,581.8,581.8,0,581.8,44.19,2.21,"G",04/17/2008 00:00:00,04/29/2008 00:00:00,0,"YVR",1012,2
523,194,1,1000,"FOUR POINTS WINNIPEG",10,"HARVEY/HEAVEN MR",WT19892,120,120,120,120,0,120,12,0.6,"",04/17/2008 00:00:00,04/18/2008 00:00:00,1,"YWG",1012,1
524,194,1,3,"YUKON TRAVEL",18,"MOSCISKI/CHARLIE MR",WT19892,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
525,195,1,11,"AIR NORTH",7,"SKILES/CHLOE MR",WT19895,273.67,273.67,273.67,273.67,0,273.67,0,0,"G",04/18/2008 00:00:00,04/27/2008 00:00:00,1,"YYC",1005,2
526,195,1,710,"NETAIR",7,"SCHNEIDER/STEPHANY MR",WT19895,129.67,129.67,129.67,129.67,0,129.67,0,0,"G",04/18/2008 00:00:00,04/27/2008 00:00:00,0,"YYC",1005,2
527,195,1,10,"AIR CANADA",7,"DICKI/ALEXZANDER MR",WT19895,1202.8,1202.8,841.8,841.8,0,1202.8,0,0,"G",04/18/2008 00:00:00,04/27/2008 00:00:00,1,"YYC",1005,2
528,195,1,3,"YUKON TRAVEL",18,"QUITZON/FANNY MR",WT19895,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
529,196,5,10,"AIR CANADA",7,"EBERT/ALEEN MR",WT19891,655.8,655.8,655.8,655.8,0,655.8,0,0,"G",04/20/2008 00:00:00,04/23/2008 00:00:00,1,"YYC",1012,2
530,196,1,1000,"BANFF INN",10,"OSINSKI/JOSEPHINE MR",WT19891,417,417,139,139,0,417,41.7,2.09,"",04/20/2008 00:00:00,04/23/2008 00:00:00,3,"YBA",1012,2
531,196,1,1,"MARLIN TRAVEL",18,"DOYLE/DERICK MR",WT19891,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
534,198,1,10,"AIR CANADA",7,"PAUCEK/BESSIE MR",WT19893,1760.8,1760.8,1928.8,1928.8,0,1760.8,0,0,"G",04/20/2008 00:00:00,04/27/2008 00:00:00,1,"YOW",1010,2
535,198,1,1,"MARLIN TRAVEL",18,"KLOCKO/MELISA MR",WT19893,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
563,209,1,10,"AIR CANADA",7,"CRUICKSHANK/WALDO MR",WT19929,1055.8,1055.8,1055.8,1055.8,0,1055.8,0,0,"G",04/22/2008 00:00:00,04/25/2008 00:00:00,0,"YYZ",1008,2
564,209,1,2,"WHITEHORSE TRAVEL",18,"NICOLAS/AMERICA MR",WT19929,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1008,2
565,210,1,10,"AIR CANADA",7,"LEBSACK/EUGENIA MR",WT19931,1834.75,1834.75,1834.75,1834.75,0,1834.75,0,0,"G",04/22/2008 00:00:00,04/30/2008 00:00:00,0,"YYZ",1013,2
566,210,1,1,"MARLIN TRAVEL",18,"TERRY/NICOLE MR",WT19931,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1013,2
567,211,1,10,"AIR CANADA",7,"GLOVER/WAVA MR",WT19933,881.8,881.8,881.8,881.8,0,881.8,0,0,"N",04/23/2008 00:00:00,04/24/2008 00:00:00,0,"YVR",1021,2
