InvoiceID,InvoiceNumber,ProfileNumber,"ProfileName","Department",BookingDate,SystemDate,"Description"
381,380,1013,"PUBLIC SERVICE COMMISSION","Z-1",04/01/2008 00:00:00,04/20/2008 11:26:59,"WILL/EMANUEL MR"
382,381,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",04/18/2008 00:00:00,04/20/2008 11:26:59,"WIEGAND/SAMIR MR"
383,382,1004,"EDUCATION","E-1",04/18/2008 00:00:00,04/20/2008 11:26:59,"RUECKER/DULCE MR"
387,386,1018,"YUKON HOUSING CORPORATION","Y-1",04/18/2008 00:00:00,04/20/2008 11:27:01,"MANTE/PERCY MR"
388,387,1005,"ENERGY, MINES AND RESOURCES","PS-206",04/18/2008 00:00:00,04/20/2008 11:27:01,"FEIL/AMY MR"
389,388,1004,"EDUCATION","E-1",04/18/2008 00:00:00,04/20/2008 11:27:01,"KEEBLER/GARNETT MR"
390,389,1005,"ENERGY, MINES AND RESOURCES","PS-206",04/18/2008 00:00:00,04/20/2008 11:27:02,"MCGLYNN/ABNER MR"
392,391,1005,"ENERGY, MINES AND RESOURCES","K-102",04/18/2008 00:00:00,04/20/2008 11:27:02,"RUNTE/DAMIEN MR"
393,392,1014,"TOURISM & CULTURE","L-1MT",04/18/2008 00:00:00,04/20/2008 11:27:03,"HAMILL/ALICIA MR"
394,393,1011,"HIGHWAYS AND PUBLIC WORKS","W-1",04/18/2008 00:00:00,04/20/2008 11:27:03,"RICE/EDISON MR"
395,394,1011,"HIGHWAYS AND PUBLIC WORKS","W-5",04/18/2008 00:00:00,04/20/2008 11:27:03,"STREICH/KYLER MR"
396,395,1013,"PUBLIC SERVICE COMMISSION","Z-1",04/20/2008 00:00:00,04/20/2008 11:34:37,"MCCLURE/COLTEN MR"
398,397,1012,"JUSTICE","J-1B",04/20/2008 00:00:00,04/20/2008 12:00:35,"JACOBI/CLEVELAND MR"
400,399,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/16/2008 00:00:00,04/20/2008 13:24:16,"KOHLER/ALBIN MR"
401,400,1021,"YWCHSB CLAIMANT TRVL","WCB-CLMT",03/27/2008 00:00:00,04/20/2008 13:35:23,"TURNER/KAIA MR"
404,403,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/20/2008 00:00:00,04/20/2008 13:52:25,"HIRTHE/GROVER MR"
405,404,1005,"ENERGY, MINES AND RESOURCES","K-419",04/20/2008 00:00:00,04/20/2008 13:54:48,"MCCLURE/JUWAN MR"
409,408,1003,"ECONOMIC DEVELOPMENT","F-2",04/20/2008 00:00:00,04/20/2008 13:59:53,"SCHAMBERGER/CASEY MR"
410,409,1005,"ENERGY, MINES AND RESOURCES","K-10",04/20/2008 00:00:00,04/20/2008 14:01:46,"KUNDE/DURWARD MR"
411,410,1005,"ENERGY, MINES AND RESOURCES","K-10",04/20/2008 00:00:00,04/20/2008 14:03:21,"TOWNE/ADRIEL MR"
412,411,1014,"TOURISM & CULTURE","L-1MT",04/20/2008 00:00:00,04/20/2008 14:04:21,"BODE/GABE MR"
413,412,1010,"HEALTH AND SOCIAL SERVICES","H-10",04/20/2008 00:00:00,04/20/2008 14:05:32,"MANN/DANIELLA MR"
414,413,1011,"HIGHWAYS AND PUBLIC WORKS","W-2",04/20/2008 00:00:00,04/20/2008 14:07:33,"WINTHEISER/FLORIDA MR"
418,417,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/20/2008 00:00:00,04/20/2008 14:13:21,"GERLACH-CREMIN/LEILANI MR"
419,418,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/20/2008 00:00:00,04/20/2008 14:15:51,"VON/CHEYANNE MR"
424,423,1011,"HIGHWAYS AND PUBLIC WORKS","W-2",04/20/2008 00:00:00,04/20/2008 14:22:43,"MCDERMOTT/BENTON MR"
425,424,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/22/2008 15:56:06,"DACH/NAOMIE MR"
426,425,1007,"EXECUTIVE COUNCIL OFFICE","A-310",04/21/2008 00:00:00,04/22/2008 15:56:07,"MUELLER/HALEY MR"
427,426,1006,"ENVIRONMENT","V-8",04/21/2008 00:00:00,04/22/2008 15:56:07,"STRACKE/RYAN MR"
428,427,1006,"ENVIRONMENT","V-8",04/21/2008 00:00:00,04/22/2008 15:56:09,"MURAZIK/SARINA MR"
429,428,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:09,"DECKOW-AUER/CHRISTINA MR"
430,429,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:10,"EMARD/JAKAYLA MR"
432,431,1021,"YWCHSB CLAIMANT TRVL","WCB CLT",04/10/2008 00:00:00,04/22/2008 15:56:10,"MCLAUGHLIN/MORGAN MR"
433,432,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/21/2008 00:00:00,04/22/2008 15:56:11,"JACOBSON/LAMAR MR"
434,433,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/22/2008 15:56:11,"HOWE/MARGE MR"
435,434,1005,"ENERGY, MINES AND RESOURCES","K-345",04/21/2008 00:00:00,04/22/2008 15:56:11,"ROWE/ELWYN MR"
437,436,1005,"ENERGY, MINES AND RESOURCES","K-10",04/21/2008 00:00:00,04/22/2008 15:56:12,"KAUTZER/GILDA MR"
439,438,1011,"HIGHWAYS AND PUBLIC WORKS","W-3F",04/21/2008 00:00:00,04/22/2008 15:56:13,"NIENOW/IKE MR"
440,439,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:14,"RIPPIN/EZEKIEL MR"
441,440,1011,"HIGHWAYS AND PUBLIC WORKS","W-12",04/21/2008 00:00:00,04/22/2008 15:56:14,"STANTON/PIPER MR"
442,441,1011,"HIGHWAYS AND PUBLIC WORKS","W-17",04/21/2008 00:00:00,04/22/2008 15:56:14,"OBERBRUNNER/REED MR"
443,442,1005,"ENERGY, MINES AND RESOURCES","K-10",04/21/2008 00:00:00,04/22/2008 15:56:15,"RATKE/OTTILIE MR"
444,443,1011,"HIGHWAYS AND PUBLIC WORKS","W-17",04/21/2008 00:00:00,04/22/2008 15:56:15,"PREDOVIC/JACLYN MR"
445,444,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/21/2008 00:00:00,04/22/2008 15:56:16,"SHIELDS/EMERY MR"
446,445,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/22/2008 15:56:16,"TORPHY/FREDRICK MR"
447,446,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/22/2008 15:56:16,"MCCULLOUGH/SHANEL MR"
448,447,1005,"ENERGY, MINES AND RESOURCES","K-10",04/21/2008 00:00:00,04/22/2008 15:56:17,"PREDOVIC/ELINOR MR"
449,448,1024,"COMMUNITY NURSING","H*10",04/21/2008 00:00:00,04/22/2008 15:56:17,"HILLL/ALIYA MR"
450,449,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:18,"CARTWRIGHT-HAYES/ZENA MR"
451,450,1011,"HIGHWAYS AND PUBLIC WORKS","W-17",04/21/2008 00:00:00,04/22/2008 15:56:18,"STANTON/FELIPE MR"
454,453,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:19,"SIMONIS/JASMIN MR"
455,454,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 15:56:19,"LYNCH/NIGEL MR"
457,456,1014,"TOURISM & CULTURE","L-1",04/22/2008 00:00:00,04/22/2008 16:33:23,"MACEJKOVIC/AURELIA MR"
458,457,1012,"JUSTICE","J-1",04/22/2008 00:00:00,04/22/2008 16:33:23,"FRANECKI/MERTIE MR"
459,458,1006,"ENVIRONMENT","V-5",04/22/2008 00:00:00,04/22/2008 16:33:24,"CASSIN/DANIELA MR"
465,464,1002,"COMMUNITY SERVICES","C-18",04/22/2008 00:00:00,04/22/2008 16:33:26,"RITCHIE/DIXIE MR"
471,470,1010,"HEALTH AND SOCIAL SERVICES","H-12",04/22/2008 00:00:00,04/22/2008 16:33:28,"STANTON/LINDA MR"
472,471,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 16:33:29,"SCHOEN/CALISTA MR"
473,472,1006,"ENVIRONMENT","V-4",04/21/2008 00:00:00,04/22/2008 16:33:29,"NIKOLAUS/MERCEDES MR"
474,473,1005,"ENERGY, MINES AND RESOURCES","K-11",04/22/2008 00:00:00,04/22/2008 16:33:29,"KLOCKO-PARISIAN/LAURETTA MR"
475,474,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/22/2008 00:00:00,04/22/2008 16:33:30,"GRAHAM/KENDALL MR"
476,475,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/22/2008 00:00:00,04/22/2008 16:33:30,"WINDLER-SMITH/RAQUEL MR"
481,480,1004,"EDUCATION","E-1",04/21/2008 00:00:00,04/22/2008 16:33:32,"SCHILLER/DAMON MR"
482,481,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/22/2008 00:00:00,04/22/2008 16:33:33,"BARTELL/KENTON MR"
483,482,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/22/2008 00:00:00,04/22/2008 16:33:33,"SCHMIDT/MARGARETE MR"
484,483,1021,"YWCHSB CLAIMANT TRVL","WCB CLT",04/10/2008 00:00:00,04/22/2008 16:33:33,"KAUTZER/EASTER MR"
485,484,1010,"HEALTH AND SOCIAL SERVICES","HD-1",04/22/2008 00:00:00,04/22/2008 16:33:34,"ANKUNDING/CAITLYN MR"
486,485,1005,"ENERGY, MINES AND RESOURCES","K-13",04/22/2008 00:00:00,04/22/2008 16:33:34,"WISOKY/CASSIE MR"
487,486,1004,"EDUCATION","E-1",04/22/2008 00:00:00,04/22/2008 16:33:35,"GUTMANN/GWEN MR"
488,487,1024,"COMMUNITY NURSING","2HOSP",02/29/2008 00:00:00,04/22/2008 16:34:37,"POUROS/JACINTHE MR"
489,488,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/16/2008 00:00:00,04/22/2008 16:48:28,"BLOCK/KEENAN MR"
491,490,1014,"TOURISM & CULTURE","L-1MT",04/22/2008 00:00:00,04/24/2008 07:24:27,"WUNSCH/AGLAE MR"
497,496,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/24/2008 07:24:30,"KREIGER/AURELIA MR"
500,499,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/23/2008 00:00:00,04/24/2008 07:24:31,"MURAZIK/IAN MR"
501,500,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",04/23/2008 00:00:00,04/24/2008 07:24:31,"SPORER/CHEYENNE MR"
502,501,1005,"ENERGY, MINES AND RESOURCES","K-320",04/23/2008 00:00:00,04/24/2008 07:24:31,"SHANAHAN-GUSIKOWSKI/KYLEIGH MR"
503,502,1005,"ENERGY, MINES AND RESOURCES","K-206",04/23/2008 00:00:00,04/24/2008 07:24:32,"REYNOLDS/MONA MR"
508,507,1013,"PUBLIC SERVICE COMMISSION","Z-1",03/03/2009 00:00:00,04/24/2008 07:24:33,"GRANT/ROSALIND MR"
509,508,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/23/2008 00:00:00,04/24/2008 07:24:35,"KOCH/FANNIE MR"
510,509,1021,"YWCHSB CLAIMANT TRVL","WCB CLT",04/10/2008 00:00:00,04/24/2008 07:24:35,"BRUEN/STEWART MR"
511,510,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/23/2008 00:00:00,04/24/2008 07:24:35,"HESSEL/BRODY MR"
512,511,1004,"EDUCATION","E-1",04/23/2008 00:00:00,04/24/2008 07:24:36,"BASHIRIAN/CLARE MR"
513,512,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","WCB STAFF",04/23/2008 00:00:00,04/24/2008 07:24:36,"CREMIN-HOWELL/LESLEY MR"
514,513,1021,"YWCHSB CLAIMANT TRVL","WCB-CLMT",04/23/2008 00:00:00,04/24/2008 07:24:37,"TURCOTTE/STANLEY MR"
520,519,1024,"COMMUNITY NURSING","2HOSP",04/24/2008 00:00:00,04/24/2008 16:09:44,"AUER/KAREEM MR"
522,521,1012,"JUSTICE","J-3M",04/24/2008 00:00:00,04/24/2008 16:09:45,"BAYER/SHERWOOD MR"
523,522,1024,"COMMUNITY NURSING","2HOSP",04/24/2008 00:00:00,04/24/2008 16:09:45,"SCHAMBERGER/KING MR"
524,523,1005,"ENERGY, MINES AND RESOURCES","K-918",04/24/2008 00:00:00,04/24/2008 16:09:46,"KRAJCIK/MOHAMED MR"
526,525,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/23/2008 00:00:00,04/24/2008 16:09:46,"GRADY-KUHN/REID MR"
527,526,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/24/2008 00:00:00,04/24/2008 16:09:47,"BREITENBERG/EVE MR"
528,527,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/24/2008 00:00:00,04/24/2008 16:09:47,"SIPES/ITZEL MR"
529,528,1014,"TOURISM & CULTURE","L-2",04/24/2008 00:00:00,04/24/2008 16:09:48,"ZEMLAK/ARNULFO MR"
532,531,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",04/24/2008 00:00:00,04/24/2008 16:09:49,"WILLIAMSON/MARCELLUS MR"
534,533,1024,"COMMUNITY NURSING","2HOSP",04/25/2008 00:00:00,04/25/2008 16:50:37,"BODE/GUY MR"
535,534,1003,"ECONOMIC DEVELOPMENT","F-1",04/25/2008 00:00:00,04/25/2008 16:50:38,"STREICH/ANJALI MR"
536,535,1012,"JUSTICE","J-10",04/25/2008 00:00:00,04/25/2008 16:50:38,"JOHNSTON/VIVIEN MR"
539,538,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/23/2008 00:00:00,04/25/2008 16:50:40,"POWLOWSKI/JAKOB MR"
540,539,1005,"ENERGY, MINES AND RESOURCES","K-10",04/25/2008 00:00:00,04/25/2008 16:50:40,"HAUCK/CAMILLE MR"
541,540,1024,"COMMUNITY NURSING","2HOSP",04/25/2008 00:00:00,04/25/2008 16:50:40,"VOLKMAN/LESSIE MR"
542,541,1005,"ENERGY, MINES AND RESOURCES","K-11",04/25/2008 00:00:00,04/25/2008 16:50:40,"TORP/ELINOR MR"
543,542,1006,"ENVIRONMENT","V-4",04/25/2008 00:00:00,04/25/2008 16:50:41,"KIEHN/CARLEY MR"
545,544,1024,"COMMUNITY NURSING","2HOSP",04/21/2008 00:00:00,04/25/2008 16:50:42,"QUIGLEY/RETTA MR"
546,545,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/25/2008 00:00:00,04/25/2008 16:50:42,"ROBERTS/JAYDA MR"
547,546,1002,"COMMUNITY SERVICES","C-19",04/25/2008 00:00:00,04/25/2008 16:50:42,"FRAMI/DAMIAN MR"
551,550,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/25/2008 00:00:00,04/25/2008 16:50:44,"TURNER/TATE MR"
553,552,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/25/2008 00:00:00,04/25/2008 16:50:45,"KIEHN/WELLINGTON MR"
554,553,1002,"COMMUNITY SERVICES","C-19",04/25/2008 00:00:00,04/25/2008 16:50:45,"MRAZ-WUNSCH/ABEL MR"
555,554,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/25/2008 00:00:00,04/25/2008 16:50:45,"MILLER/CHANCE MR"
556,555,1002,"COMMUNITY SERVICES","C-19",04/25/2008 00:00:00,04/25/2008 16:52:13,"PFEFFER/DANTE MR"
558,557,1003,"ECONOMIC DEVELOPMENT","F-4",04/28/2008 00:00:00,04/29/2008 16:49:59,"FADEL/TYREEK MR"
559,558,1004,"EDUCATION","E-1",04/29/2008 00:00:00,04/29/2008 16:50:00,"WALKER/NANNIE MR"
562,561,1005,"ENERGY, MINES AND RESOURCES","K-230",04/29/2008 00:00:00,04/29/2008 16:50:01,"BERNHARD/COLIN MR"
563,562,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",04/29/2008 00:00:00,04/29/2008 16:50:01,"BUCKRIDGE/CARY MR"
564,563,1005,"ENERGY, MINES AND RESOURCES","K-9",04/29/2008 00:00:00,04/29/2008 16:50:01,"FERRY/SARAH MR"
568,567,1006,"ENVIRONMENT","V-HR",04/29/2008 00:00:00,04/29/2008 16:50:04,"STREICH/GUADALUPE MR"
569,568,1012,"JUSTICE","J-3",04/29/2008 00:00:00,04/29/2008 16:50:04,"REINGER/KATHLYN MR"
570,569,1014,"TOURISM & CULTURE","L-1MT",04/30/2008 00:00:00,04/30/2008 09:09:54,"CRONA/ORRIN MR"
576,575,1005,"ENERGY, MINES AND RESOURCES","K-325",04/28/2008 00:00:00,04/30/2008 16:15:54,"PADBERG/LEONIE MR"
577,576,1002,"COMMUNITY SERVICES","C-5",04/28/2008 00:00:00,04/30/2008 16:15:56,"STARK/PEDRO MR"
578,577,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",04/22/2008 00:00:00,04/30/2008 16:15:56,"MAYER/IMELDA MR"
579,578,1004,"EDUCATION","E-1",04/28/2008 00:00:00,04/30/2008 16:15:57,"FRAMI/ISAC MR"
580,579,1012,"JUSTICE","J-10",04/28/2008 00:00:00,04/30/2008 16:15:57,"BEER/DANYKA MR"
581,580,1002,"COMMUNITY SERVICES","C-23",04/28/2008 00:00:00,04/30/2008 16:15:57,"MCDERMOTT/GREGG MR"
583,582,1011,"HIGHWAYS AND PUBLIC WORKS","W-12",03/27/2008 00:00:00,04/30/2008 16:15:58,"SCHAMBERGER/GOLDA MR"
585,584,1004,"EDUCATION","E-1",04/28/2008 00:00:00,04/30/2008 16:15:59,"O'KEEFE/JAMAR MR"
586,585,1012,"JUSTICE","J-10",04/28/2008 00:00:00,04/30/2008 16:15:59,"LEANNON/KIAN MR"
592,591,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/28/2008 00:00:00,04/30/2008 16:16:01,"WIZA/SOPHIA MR"
593,592,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/28/2008 00:00:00,04/30/2008 16:16:02,"DUBUQUE/CALI MR"
594,593,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/28/2008 00:00:00,04/30/2008 16:16:02,"STOKES/ROGELIO MR"
595,594,1024,"COMMUNITY NURSING","2HOSP",04/28/2008 00:00:00,04/30/2008 16:16:02,"BERNIER/BERTRAND MR"
596,595,1006,"ENVIRONMENT","V-1",04/28/2008 00:00:00,04/30/2008 16:16:03,"MANTE/ADELE MR"
599,598,1021,"YWCHSB CLAIMANT TRVL","WCB CLAIMA",04/30/2008 00:00:00,04/30/2008 16:41:45,"BARTELL/ZOLA MR"
600,599,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/30/2008 00:00:00,04/30/2008 16:41:45,"MARQUARDT/PHYLLIS MR"
601,600,1023,"FAMILY AND CHILD SERVICES","H-10",04/29/2008 00:00:00,04/30/2008 16:41:46,"RUNTE/AUDIE MR"
611,610,1006,"ENVIRONMENT","V-5R",04/30/2008 00:00:00,04/30/2008 16:41:50,"KRAJCIK/MILO MR"
615,614,1007,"EXECUTIVE COUNCIL OFFICE","A-20",04/30/2008 00:00:00,04/30/2008 16:41:51,"EFFERTZ/BROOK MR"
619,618,1002,"COMMUNITY SERVICES","C-10",04/30/2008 00:00:00,04/30/2008 16:42:57,"WAELCHI/DEONDRE MR"
620,619,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",05/01/2008 00:00:00,05/01/2008 16:30:24,"MANTE/ELODY MR"
621,620,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",05/01/2008 00:00:00,05/01/2008 16:30:25,"HUELS/NICKLAUS MR"
622,621,1011,"HIGHWAYS AND PUBLIC WORKS","W-4",05/01/2008 00:00:00,05/01/2008 16:30:25,"HAUCK/LILIAN MR"
627,626,1003,"ECONOMIC DEVELOPMENT","F-1",05/01/2008 00:00:00,05/01/2008 16:30:27,"NICOLAS/DAMEON MR"
629,628,1024,"COMMUNITY NURSING","2HOSP",05/01/2008 00:00:00,05/01/2008 16:30:28,"HUDSON/MINERVA MR"
630,629,1014,"TOURISM & CULTURE","L-1MT",05/01/2008 00:00:00,05/01/2008 16:30:28,"DICKI/HATTIE MR"
631,630,1014,"TOURISM & CULTURE","L-1MT",05/01/2008 00:00:00,05/01/2008 16:30:29,"SCHOWALTER/CHASITY MR"
633,632,1006,"ENVIRONMENT","V-5R",05/01/2008 00:00:00,05/01/2008 16:30:29,"KILBACK/RUDY MR"
635,634,1010,"HEALTH AND SOCIAL SERVICES","H-4",05/01/2008 00:00:00,05/01/2008 16:30:30,"CRONA/VERNICE MR"
636,635,1002,"COMMUNITY SERVICES","C-5",05/01/2008 00:00:00,05/01/2008 16:30:30,"BOTSFORD/ISMAEL MR"
637,636,1005,"ENERGY, MINES AND RESOURCES","K-10",05/01/2008 00:00:00,05/01/2008 16:30:31,"KASSULKE/ADDISON MR"
643,642,1021,"YWCHSB CLAIMANT TRVL","WCB",04/30/2008 00:00:00,05/01/2008 16:30:33,"MILLS/ROGELIO MR"
644,643,1005,"ENERGY, MINES AND RESOURCES","K-6",05/01/2008 00:00:00,05/01/2008 16:30:33,"LABADIE/ALISHA MR"
645,644,1006,"ENVIRONMENT","V-8",05/01/2008 00:00:00,05/01/2008 16:30:34,"GRADY/BARRETT MR"
646,645,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",05/01/2008 00:00:00,05/01/2008 16:30:34,"REICHERT-GERLACH/LOU MR"
647,646,1014,"TOURISM & CULTURE","L-1MT",05/01/2008 00:00:00,05/01/2008 16:30:35,"HAUCK/HUNTER MR"
648,647,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",05/01/2008 00:00:00,05/01/2008 16:30:35,"OBERBRUNNER/YESSENIA MR"
651,650,1021,"YWCHSB CLAIMANT TRVL","WCB CLAIM",05/01/2008 00:00:00,05/01/2008 16:39:38,"STIEDEMANN/ELLEN MR"
652,651,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",05/01/2008 00:00:00,05/01/2008 16:39:38,"WALTER/MARILYNE MR"
653,652,1014,"TOURISM & CULTURE","L-1MT",05/01/2008 00:00:00,05/01/2008 16:39:39,"BEDNAR/ERNESTO MR"
654,653,1010,"HEALTH AND SOCIAL SERVICES","HD-1",04/22/2008 00:00:00,05/02/2008 16:58:29,"KOEPP/GEORGETTE MR"
656,655,1004,"EDUCATION","E-1",05/02/2008 00:00:00,05/02/2008 16:58:30,"DIBBERT/CALE MR"
657,656,1007,"EXECUTIVE COUNCIL OFFICE","CM-5",05/02/2008 00:00:00,05/02/2008 16:58:31,"CROOKS/SANDY MR"
659,658,1005,"ENERGY, MINES AND RESOURCES","K-10",05/02/2008 00:00:00,05/02/2008 16:58:31,"FADEL/OSCAR MR"
660,659,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/02/2008 00:00:00,05/02/2008 16:58:32,"ROMAGUERA/JESS MR"
661,660,1005,"ENERGY, MINES AND RESOURCES","K-10",05/02/2008 00:00:00,05/02/2008 16:58:32,"HOMENICK/ARCH MR"
662,661,1010,"HEALTH AND SOCIAL SERVICES","H-1",04/03/2008 00:00:00,05/02/2008 16:58:33,"MAGGIO/CLARA MR"
663,662,1005,"ENERGY, MINES AND RESOURCES","K-11",05/02/2008 00:00:00,05/02/2008 16:58:33,"GUTKOWSKI/BROCK MR"
664,663,1005,"ENERGY, MINES AND RESOURCES","K-13",05/02/2008 00:00:00,05/02/2008 16:58:33,"SCHROEDER/JOHNPAUL MR"
665,664,1021,"YWCHSB CLAIMANT TRVL","CLMT",05/02/2008 00:00:00,05/02/2008 16:58:34,"YUNDT/LITZY MR"
666,665,1011,"HIGHWAYS AND PUBLIC WORKS","W-13",04/23/2008 00:00:00,05/02/2008 16:58:34,"FEEST-WATERS/JERAD MR"
667,666,1004,"EDUCATION","E-1",05/02/2008 00:00:00,05/02/2008 16:58:34,"HICKLE/CYNTHIA MR"
668,667,1006,"ENVIRONMENT","V-2",05/02/2008 00:00:00,05/02/2008 16:58:35,"MURRAY/CAYLA MR"
670,669,1010,"HEALTH AND SOCIAL SERVICES","H-4",05/02/2008 00:00:00,05/02/2008 16:58:35,"HICKLE/VIOLETTE MR"
674,673,1006,"ENVIRONMENT","V-8",05/02/2008 00:00:00,05/02/2008 16:58:37,"CHRISTIANSEN/KURT MR"
675,674,1004,"EDUCATION","E-1",05/02/2008 00:00:00,05/02/2008 16:58:37,"WILLIAMSON-KUVALIS/CARTER MR"
676,675,1014,"TOURISM & CULTURE","L-1MT",05/02/2008 00:00:00,05/02/2008 16:58:37,"RATKE/ANTWON MR"
680,679,1007,"EXECUTIVE COUNCIL OFFICE","CM-5",05/02/2008 00:00:00,05/02/2008 16:58:40,"STEUBER/SYLVAN MR"
682,681,1023,"FAMILY AND CHILD SERVICES","H-10",05/02/2008 00:00:00,05/02/2008 16:58:41,"RYAN/LOREN MR"
683,682,1023,"FAMILY AND CHILD SERVICES","H-10",05/02/2008 00:00:00,05/02/2008 16:58:41,"SCHUMM/GEORGETTE MR"
684,683,1010,"HEALTH AND SOCIAL SERVICES","H-4",05/02/2008 00:00:00,05/02/2008 16:58:41,"REMPEL/MURPHY MR"
685,684,1013,"PUBLIC SERVICE COMMISSION","Z-1",05/02/2008 00:00:00,05/02/2008 16:58:42,"PARKER/JOSH MR"
686,685,1012,"JUSTICE","J-1B",05/02/2008 00:00:00,05/02/2008 16:58:42,"GUTMANN/DINA MR"
687,686,1014,"TOURISM & CULTURE","L-1MT",05/02/2008 00:00:00,05/02/2008 16:58:43,"SWANIAWSKI/STEPHANIE MR"
688,687,1020,"YUKON WORKERS COMPENSATION HEALTH AND SAFETY BOARD","STAFF",05/02/2008 00:00:00,05/05/2008 16:59:17,"DONNELLY/MEGANE MR"
690,689,1004,"EDUCATION","E-1",05/05/2008 00:00:00,05/05/2008 16:59:18,"CONROY/ANNALISE MR"
691,690,1010,"HEALTH AND SOCIAL SERVICES","H-1",05/05/2008 00:00:00,05/05/2008 16:59:18,"CHAMPLIN/MERL MR"
692,691,1006,"ENVIRONMENT","V-5A",05/05/2008 00:00:00,05/05/2008 16:59:18,"MEDHURST/BEULAH MR"
693,692,1021,"YWCHSB CLAIMANT TRVL","WCB CLMT",05/01/2008 00:00:00,05/05/2008 16:59:19,"FEEST/LAMAR MR"
694,693,1007,"EXECUTIVE COUNCIL OFFICE","CM-1",05/05/2008 00:00:00,05/05/2008 16:59:19,"BAYER/THEA MR"
695,694,1012,"JUSTICE","J-5",05/05/2008 00:00:00,05/05/2008 16:59:20,"RENNER/JAIDA MR"
696,695,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/05/2008 00:00:00,05/05/2008 16:59:20,"HEGMANN/BRANDI MR"
697,696,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/05/2008 00:00:00,05/05/2008 16:59:21,"NOLAN/MONROE MR"
698,697,1004,"EDUCATION","E-1",05/05/2008 00:00:00,05/05/2008 16:59:21,"HOPPE/RUDOLPH MR"
702,701,1014,"TOURISM & CULTURE","L-1MT",05/05/2008 00:00:00,05/05/2008 16:59:23,"HEATHCOTE/BRADFORD MR"
703,702,1002,"COMMUNITY SERVICES","C-19",05/05/2008 00:00:00,05/05/2008 16:59:23,"MACEJKOVIC/GARNETT MR"
704,703,1007,"EXECUTIVE COUNCIL OFFICE","A-8",04/23/2008 00:00:00,05/05/2008 16:59:23,"JACOBSON/DARIEN MR"
708,707,1011,"HIGHWAYS AND PUBLIC WORKS","W-10",05/05/2008 00:00:00,05/05/2008 16:59:25,"TOWNE/TANNER MR"
